Author,Comment,PublishedAt
@novifitriani2453,asli ini lagu masih jadi lagu fav aku dari awal rilis aku mylyodraatapi aku suka karya karya titi salam dari jember,2023-08-28T00:25:16Z
@zeinzein1236,kangen lihat titi sama alshad,2023-08-27T12:56:48Z
@N_SyifffArt5920,jadi kangen moment titi sama ka alshad nge vlog bareng satwa satwa nya ka alshadkaya nya titi ga pernah ketemu cenora,2023-08-27T05:03:02Z
@fuzzkt,izin download lagunya kak,2023-08-27T01:24:27Z
@NeoNoLimitz_,ap itu janji cuma kata penenang dri seseorang yg cuma berpura menyayangi endingnya mlh menghianati,2023-08-26T09:59:54Z
@user-kc6kz5sp3e,kangen bgt sama kita yang dlu,2023-08-25T14:30:20Z
@ersanadyaputri2432,pejuang ldr semangatttt,2023-08-25T12:34:07Z
@alexanderhaikal9613,cocok video clipnya islami,2023-08-25T08:37:07Z
@fazrinovrizal338,lagu ini selalu mengingatkan tentang kisah rasulullah saw,2023-08-24T16:05:13Z
@suebwazza2277,apa itu janji setia yg aku tau kisah nabi muhammad saw para sahabat nya,2023-08-23T14:37:37Z
@user-py3dx6xg8f,ya allah aku hanya ingin dia,2023-08-23T10:49:19Z
@vearlyanaayu2917,53jt,2023-08-23T07:43:10Z
@DragonBoy-de5wc,buruan nikah,2023-08-23T05:49:43Z
@wiradipoetrafaikar,alshad tiara,2023-08-23T01:27:10Z
@nadeafebie2877,lagu ini ingat peristiwa alm eril,2023-08-22T16:52:38Z
@anikaangela1927,53032962 x ditonton 2026 wib 21082023 584 rb like 89 rb komen 234 jt subscriber,2023-08-22T13:29:02Z
@anikaangela1927,congratulations for 53 m streaming,2023-08-22T13:26:51Z
@vearlyanaayu2917,janji setiaaa,2023-08-22T01:31:08Z
@user-nl2pg1lw9y,pengen suara nya kek titi,2023-08-21T14:30:01Z
@federicopeter2531,otw 53m,2023-08-21T03:46:43Z
@anikaangela1927,penambahan view hari ini62962 kemarin 59109 gas moo naikin lgi bisa tuuk buletin 100 rb24 jamnya,2023-08-21T00:07:22Z
@wulan55,ini lagu emang candu bgt,2023-08-20T12:36:41Z
@user-le5rk9bp6t,idola indonesia jungkook bts dan idola indonesia lya amalia janji setia,2023-08-20T11:38:02Z
@rizkyfidiansyah2768,gas 53 jt sambil up lagu tega moo,2023-08-20T09:20:47Z
@user-hr3bc8hd1f,gila ngebut juga views janset,2023-08-20T08:38:27Z
@johnads9289,cari lagi ini krn sering keluar di tik tok pembahasan alquran,2023-08-20T04:29:07Z
@anikaangela1927,penambahan view hari 59109 gas moo naikin lgi penambahan view nya biar cepet,2023-08-20T00:51:37Z
@mafofficial_14308,lagu enakan banget soalnya sering jadi soundtrack kisah2 nabi coba aja lagu ini dijadiin soundtrack sinetron atau series pasti lebih enakan,2023-08-19T15:26:51Z
@Adventure_Hunting_dailylife,janji setia nyatanya gak setia,2023-08-19T14:05:41Z
@JanjiKenTooth,jarak dan waktu tak mampu menghapus janji setia menjaga hati kalimat yang sangat puitis tak peduli sejauh apapun tak peduli seberapa singkat sebuah pertemuan tetap berjanji untuk menjaga hati,2023-08-19T04:02:31Z
@anksh19indahpadawaktunya44,ada yg mau datang nich bentar lgi 19 ku yg ke 44 masya allah,2023-08-18T15:05:56Z
@anksh19indahpadawaktunya44,52759454 x ditonton 2203 wib 18082023 584 rb like 89 rb komen 233 jt subscriber,2023-08-18T15:04:33Z
@alvinandfamily480,semua lagu semua video klip nya gak pernah gagal siih,2023-08-18T14:38:06Z
@green1501,janji setia masih bisa gak ya masuk nominasi ami awards ini lagu sebenarnya sangat layak masuk nominasi ami awards mulai dari lirik nada aransemennya bahkan sebenarnya juga layak untuk menang di ami awards,2023-08-18T10:38:31Z
@b0yr187,klo denger lagu ini suka inget kisah nabi muhammad saw bersama sahabatnya di tt,2023-08-18T01:18:29Z
@anksh19indahpadawaktunya44,taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-08-17T22:40:13Z
@user-xf5gh6es8k,jadi kangen sama tiarapengin ketemutiara,2023-08-17T14:03:55Z
@agusriyanto7579,232 part yg kalian cari,2023-08-17T10:20:53Z
@putrisardy8309,ini wkt masih sm alshad yaa duh kl inget itu pasti pada gmn gtu dah skrg udh jd tinggal kenangan masa lalu masing2 gpp jd punya cerita kl dlu bener bgni sm org yg pernh ada di vid clipnya,2023-08-17T06:31:23Z
@tyrhy432,lagu ini universal bisa ke rasulullah orang tua keluarga dll,2023-08-17T04:35:46Z
@mafofficial_14308,ini lagu enak banget soalnya sering muncul di beranda tiktok kalo ustad2 lagi ceramah,2023-08-17T01:15:34Z
@widisobarna8437,,2023-08-17T01:00:56Z
@vearlyanaayu2917,masih setia disini,2023-08-16T16:37:38Z
@user-mz1zn5cs7p,this song,2023-08-16T15:04:22Z
@najihulkirom8520,comes here to fix my mood,2023-08-16T12:31:49Z
@federicopeter2531,masi disinii,2023-08-15T17:25:23Z
@Zerrath96,janji setia lirik kini aku mengerti semua ini terjadi tak dipungkiri hanya kamu yang kumiliki bumi di kala sunyi kamu takkan sendiri aku di sini menantimu kembali andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janganlah kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh namun kini pelangi dan kini pelangi datang menyinari kita hooh merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati merindukan hadirmu ada di sini percayalah oh kasihku jarak dan waktu tak mampu menghapus janji setia menjaga hati hoohohho,2023-08-15T11:36:42Z
@musicomforta6673,i could stay awakejust to hear u breathing,2023-08-14T19:12:44Z
@faisalfesal97,asing banget emang gainget dulu kalo lagi nangis larinya kemana,2023-08-14T16:29:25Z
@yogisaputra5374,suka bgt sm lagi ini pasti kalo dengerin lagu ini inget sama rasullullah muhammad saw kalian gtu juga ga sih,2023-08-14T07:26:57Z
@user-ls6fl8wq6p,vibes nya musik ost drama korea banget go internasional buat titi,2023-08-14T07:17:12Z
@tinatokopedia5109,janji setia bersama selamanya dan bersama suami ke baitullah aamiin,2023-08-13T22:28:22Z
@alfahrezihadhi1066,vibes tiktok cerita rasulullah rindu nabi muhammad saw,2023-08-13T15:48:01Z
@pumalex0130,rindu rasulullah saw,2023-08-13T15:35:24Z
@niwarmarkonah4615,kesini karna sering di pakai sound kisah nabiku nabi muhammad saw,2023-08-13T10:05:12Z
@NenengWinarti-bx6qh,tahukah dirimu betapa diriku merindu kan hadirmu sumedang jawa barat minggu 13 agustus 2023 jam 1637 saat pacarku kesini mau bicarakan soal pernikahan,2023-08-13T09:38:14Z
@nunungromi8241,lagu nya bikin gmn gitu tiara andini lagu nya bagussuara nya juga bikin enak di denger bikin nga bisa move on denger lagu nya tiara andini sukses terus,2023-08-12T15:11:45Z
@user-ge5ru5tm9w,kukira lagu ternyata kisahku,2023-08-12T14:02:33Z
@_Gean,bikin drama kyk drama2 korea pas bgt pke sound ini,2023-08-12T10:41:21Z
@green1501,mumpung yg pake backsound lagu ini lagi banyakbanyaknya gass 100m streams on spotify yukk,2023-08-12T09:03:45Z
@eviharyati5586,,2023-08-12T04:21:37Z
@pinkytawa2695,kalo kalian kuat kalian akan tetap bersama tapi ini bukan tentang kuat dan bersama melainkan tentang takdir dan jalan hidup seseorang,2023-08-12T00:36:57Z
@nyanjangcimahi7033,dan akhirnya mereka berpisah,2023-08-10T18:50:38Z
@masploncow27,0000 52225,2023-08-10T15:05:37Z
@rina7661,kadang cowoknya yg udh bener udh setia ceweknya yg bangsat eh kadang ceweknya yg udh bener udh cinta mati cowonya yg bangkeeudah gitu aja terus sampe kiamat,2023-08-10T13:48:05Z
@hnznsyh,245 lagu ini seringkali fyp di tiktok beserta ceritacerita sejarah islam,2023-08-10T08:11:14Z
@iimdurahman561,lagu ini pertama kali denger di video tiktok yang nyeritain cerita2 haru rasulullah kyk ngena banget untuk menggambarkan kerinduan pada rasulullah,2023-08-10T07:45:50Z
@defrijoni9495,mantap,2023-08-10T04:02:03Z
@fahririzqullah7338,biasa dnger lagu ini di tiktok sound kisah rasulullah,2023-08-09T13:07:48Z
@alexsandria1001,denger lagu ini jadi rindu sama nabi muhammad saw,2023-08-09T10:39:37Z
@arjunNajah-fs1ek,pengen banget lagu ini di notice masyarakat lagi karena lagu ini bagus banget susah untuk move on ayo moo semangat streaming nya di yt dan spotify,2023-08-09T09:20:47Z
@Anonymous.361,denger lagu ini jelas meinget tentang cerita dan kisah kisah nabi dan sahabat,2023-08-09T07:01:13Z
@user-mn5vd1uw5w,candu banget lagunya,2023-08-08T23:48:59Z
@dfwdreamforceworks8635,tuhan biarkan aku jatuh cinta lagi tapi kali ini pada orang yang bisa kumiliki selamanya,2023-08-08T15:05:17Z
@windakurniasari3464,jadi rindu nabi muhammad,2023-08-08T12:06:11Z
@nicolasheva.23,suara tiara soft bgt gapernah bosen dari pertama keluar lagu ini,2023-08-08T03:07:31Z
@UmbiAnksh,janji setia menjaga hati,2023-08-07T19:50:11Z
@UmbiAnksh,yeesss 52 jt view by janji setia tiara andini gak nyangka ini view janset melaju secepat ini bahkan bisa ngejar lv merin janset keren aku bangga pada mu janji setia,2023-08-07T19:48:40Z
@ellinellin5475,51979859 views smga ntar malam sdh 52jt views aamiin,2023-08-07T12:15:14Z
@RatuPrasasti,pertama kali dgr dn lgsg sukaaa,2023-08-07T00:13:29Z
@edicahyo4160,miss u my dear,2023-08-06T16:03:13Z
@MuhammadIqbal-jz7tu,lagu mantul lirik mantul suara mantul keinget rasulullah karna sering jadi back sound kisah rasulullah mantuuuul,2023-08-06T15:25:41Z
@pangeranmadrid5320,lagu ini viral di tik tok sering di pakai,2023-08-06T13:57:53Z
@dhi4andini,bungaaa,2023-08-04T14:27:36Z
@ico9005,saya kira ini lagu religi,2023-08-04T12:10:00Z
@alsarroz3502,mampir,2023-08-04T10:06:29Z
@maczcodcom322,dengar lagu ini kaya lagu untuk nabi muhammad saw,2023-08-04T07:49:42Z
@Hnsenw,se you,2023-08-04T03:51:18Z
@rinifibriyanti2079,baru tau ternyata sound lagu janji setia sering dipake di vt2 ttg kisah2 nabi dn ceramah ttg agama islamlove it,2023-08-04T00:47:28Z
@bayubennington9170,klo dnger lagu ini terngiang2 kisah para nabi dan anak2 nabi muhammad terutama cucu nya yaitu sayyidina husein bin ali bin abu thalib tragedi karbala pasti nyesek,2023-08-02T13:49:44Z
@fahridhogo6306,lagu pengantar tidurku secinta itu aku sama ratu naon,2023-08-02T11:38:53Z
@agustianalikhsan2657,please balik lagi tuan putri,2023-08-02T10:26:13Z
@andizreal2180,lumayan kenceng nih bisa yuk minggu ini janset masuk top 100 video musik populer,2023-08-02T06:12:59Z
@Weirdthing1,tiktok membawa ku ke sini lagi,2023-08-01T15:32:23Z
@anksh19indahpadawaktunya44,penambahan view hari ini 81210 kemarin 75396 semangat moo lanjut gas buletin 100 rb,2023-08-01T14:06:47Z
@desimelisa4719,,2023-08-01T05:42:44Z
@iqbala1104,sayang juga mvnya sama ini wk,2023-07-31T22:58:16Z
@aguswandi6619,suara tiara tiada duanya,2023-07-31T22:40:05Z
@Jihan__,suka lagunya,2023-07-31T15:46:30Z
@kyraroslan5590,sebab lagu ni selalu dipakai di video kisah nabi saw aku jadi ingat rasulullah terus terbayang senyuman rasulullah x puas melihat wajah samar nabi dia dalam mimpi ingin diri ini menziarah kubur nabi doakan aku sahabat semua,2023-07-31T04:42:25Z
@mit-mit2245,tak d pungkiri hanya kamu yg ku miliki,2023-07-31T00:50:51Z
@rizkyfidiansyah2768,gas 52 jt moo sambil up lagu tega,2023-07-30T23:54:43Z
@anksh19indahpadawaktunya44,penambahan view hari ini 75396 kemarin 48396 alhamdulillah hari ini naik banyak bangeet mungkin efek spotify nya naik jg hari ini naik 2 tangga dgn ds 172084 merin ketikung janaet hari ini,2023-07-30T23:48:42Z
@hexaradjasa917,suaranya so luxury,2023-07-30T16:27:46Z
@irfantv817,lagunya enak banget,2023-07-30T14:17:58Z
@trisiahmartha2338,denger lagu tiara yg ini jd keinget crita2 rosulullah,2023-07-30T08:24:00Z
@KhairulIyuk,siapa kesini gara gara tiktok,2023-07-29T23:15:48Z
@andizreal2180,bisa yuk mv janset masuk top 100 video populer lagi,2023-07-29T14:22:51Z
@dilymuhlisin8068,mampir gara2 sering fyp di tik tok,2023-07-29T12:55:39Z
@Yacen.81_84,asing banget kaya enggak pernah denger lagu janji setia bareng aja,2023-07-29T12:02:32Z
@noviaaida1678,asing banget kaya ga pernah bilang nyaman aja,2023-07-29T09:01:19Z
@anikasatuutkselamanya1977,hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi datang menyinari kita,2023-07-29T01:02:18Z
@Kiki-oo8bx,good,2023-07-28T15:46:07Z
@user-nl2pg1lw9y,kangen sama maladulu sereng duet lagu ni sm dia,2023-07-28T15:40:42Z
@musiccover4030,wah lagunya rame di tiktok asing banget,2023-07-28T14:58:31Z
@adityawaruwuadiras7947,ninggalin jejak viewer 51 jt 28 july 2023,2023-07-28T14:23:49Z
@lulukltfhchannel8877,asing banget kayak gatau bolak balik mampir mv janset aja,2023-07-28T14:21:11Z
@iiahmadrifai7725,41hi ioi,2023-07-28T13:32:04Z
@iiahmadrifai7725,ua kolong hi,2023-07-28T13:31:09Z
@iiahmadrifai7725,41hi kolong,2023-07-28T13:30:45Z
@iiahmadrifai7725,d,2023-07-28T13:29:39Z
@iiahmadrifai7725,41f k,2023-07-28T13:29:34Z
@andizreal2180,emang boleh seasing ini,2023-07-28T11:31:20Z
@LeeJaneNahceaH,lagunya tiara kok bagus semua,2023-07-28T07:30:08Z
@adsysha3564,28 juli 2023,2023-07-28T03:20:02Z
@namthalita9488,kesini dan jadi suka karna lagu ini sering dipakai jd back sound cerita nabi,2023-07-28T01:53:31Z
@kurowitch9142,lagu ini bgus banget tpi nggk relate sama kak tiara sedih banget,2023-07-27T15:50:51Z
@feyyymarbun6515,pas dengar lagunya pertama kali realese biasa aja tapi dihayati liriknya tiba2 pas di reff nangis sesegukan aku aku merindukanmu abang suamiku yg baik hati kangen gabisa peluk lagi jarak dan waktu sudah kujaga janji setia kita sampai setahun kepergianmu aku masih sendiri bukan karena aku tidak mau buka hati namun sebesar itu rasa cintaku setiaku padamu karena cintamu padaku cinta matiya cinta yg sampai maut memisahkan kita saat ini titik jenuhku ingin kupeluk dirimu disana namun aku tak boleh egois karena disinipun anakmu masih butuh aku jika kau bisa baca uneg2 rinduku di komen ini dari atas sanapercayalah aku sangat rindu sesuai lagu ini i miss you so much 27723 sukses selalu untuk tiaraa makin maju makin cemerlang karir dan jaga kesehatan ya semoga tuhan yg maha esa selalu menjagai melindungimu dariku fey from tangerang,2023-07-27T15:18:26Z
@calonkamu5,kesini lagi setelah trend seasing itu,2023-07-27T14:59:35Z
@user-kb4zg1qz3h,slh satu vdeo klip terbaik,2023-07-27T14:19:31Z
@user-kb4zg1qz3h,best,2023-07-27T14:14:21Z
@kowgie,asing banget kayak gak pernah nyiumin sikil aja,2023-07-27T07:20:05Z
@doni.hdyt.,sering banget nemu konten2 agama pake sound janji setia,2023-07-27T04:50:15Z
@shintaal7678,haaaiii titi haaaiii alshad aku kangen banget sama kalian berduaa kangen kalian bareng2 kangen kee uwuu an kalian aku sekarang cuman bisa liat di yt kalo lagi kangen kalian semogaa kalian berdua di berikan jalan yg terbaik yaaa,2023-07-27T00:41:27Z
@agungp8031,gua menyebutnya lana del rey versi indo suaranya sama adem,2023-07-26T13:31:43Z
@vanypriya6273,suara nya mirip raisa setuju ngga sih,2023-07-26T13:13:23Z
@muhammadzidane6824,kangen karaokean janji setia bareng temen,2023-07-26T12:10:18Z
@ardimahendra3358,lagu singernya sudah bagus banget sayang model lakinya ngga bisa di crop,2023-07-26T10:33:08Z
@daranethasa5644,ak disini menanti kalian kembaliiiiiii,2023-07-26T07:37:32Z
@Masihdedek,nyanyi lagu ini sama dengan lagu anggi nada sama aja kebetulan but still oke dgn jlan masing2,2023-07-26T02:05:54Z
@ellinellin5475,alhamdulillah akhirnya hari in 51005893 views,2023-07-25T12:35:13Z
@nasiononasiono9463,enak x,2023-07-25T06:07:44Z
@user-kw8dj3oj8h,kirim raisa suarax,2023-07-25T03:56:46Z
@Nurhasanah-bc3rc,gila gua nangis liatnya saking kangennyh sama mereka,2023-07-25T01:40:53Z
@Nurhasanah-bc3rc,gua masi suka nonton ini semoga kalian bersatu lagi ya,2023-07-25T01:38:19Z
@rakafebriano1942,,2023-07-24T22:00:39Z
@maurinsyahputrisyahputri-mw7vq,tahukah dirimu betapa diriku merindu hadirmu ada di disinii,2023-07-24T15:43:49Z
@adityaprananta7576,v,2023-07-24T11:59:24Z
@fakhrizaldhimar6871,suka lagu ini gara liat video kisah nabi di tiktok,2023-07-24T11:57:44Z
@lexuspalen1049,honestly i dont understand any words she spoke but for some reason my heart does,2023-07-24T07:23:01Z
@safriansyahdrasad4982,harus aku akui aransmen musik nya juara,2023-07-21T19:16:52Z
@NN-bs5em,baper yaaallah nangis kalian harus bareng2,2023-07-21T16:57:20Z
@alsarroz3502,otw 51 jta,2023-07-21T08:20:21Z
@anikasatuutkselamanya1977,50631964 x ditonton 0728 wib 20072023 580 rb like 89 rb komen 231 jt subscriber,2023-07-20T00:29:03Z
@wagiojamal8043,suara kak tiara bagus banget suka sama semua lagunya kak tiara semangat terus kak tiara,2023-07-19T22:58:17Z
@chandrayudhaswara5323,gue kira raise ternyata bukan,2023-07-19T15:41:08Z
@green1501,ditengah gempuran lagu usai yang jumlah streamsnya sudah melampaui janji setia di spotify tapi gak pernah ketinggalan dengerin lagu ini emang secandu itu janji setia,2023-07-19T12:39:09Z
@alsyamikacintaqu6718,menunggu datangnya 19 ku yg ke 43 bentar lgi datang masya allah puji syukur atas segala nikmat serta rahmat karunianya yg begitu besar dan setia janji setia menjaga hati anksh 19 always forever,2023-07-18T16:40:47Z
@februardo1202,suaranya tiara sopan banget merdu kalo didenger beda dari yang lain pokoknya deh asli,2023-07-18T09:24:57Z
@ulfamayamulyasari,ti kamu tau ga waktu aku lihat kamu langsung bawain lagu ini aku nangis tisedih terharu bisa ngelihat titi aslinya cantik suaranya merdulembut lagi ya allah aku nge fans banget ma kamu ti,2023-07-18T06:55:47Z
@sabitmawar3909,msh atau udh putus ga si mereka,2023-07-17T23:20:41Z
@kolekdol3693,aku akan menikahi sarah olivia santoso pada taggal 18 september 2024,2023-07-17T14:54:27Z
@ellinaprianti8419,bisa yuk hri in jdi 50500 views bismillah,2023-07-17T01:18:48Z
@RinaBelang-vh5gd,mau berak dengari lagu inimau mandi mau makan mau tidur candu bgt,2023-07-16T23:17:04Z
@Halkema,semoga kau slalu sukses bahagia,2023-07-16T18:04:49Z
@rizkadty3290,cerita nabi muhammad saw di tiktok selalu make sound ini asli ngena bngat ampe ke hati,2023-07-16T15:52:08Z
@ellinellin5475,alhamdulillah 50400555 views,2023-07-16T07:15:06Z
@ellinellin5475,3000 lg menuju 50400views smangat,2023-07-16T06:27:25Z
@ellinellin5475,doaku smga diblan september janset sdh 60jt views aamiin optimis dan berusaha streaming terus biar tercapai miin,2023-07-16T06:03:30Z
@titaayasavitha3022,15 juli 23 hadir lagii,2023-07-15T05:30:35Z
@aestheticvibe-sf7ng,bersyukur banget aku lagu ini diciptakandan dinyanyikan oleh tititiara andinisetelah didengerin lagu ini lagu favorit ku sepanjang masadan dari lagu ini juga aku jadi mootiaraaemang se suka ituse keren ituse deep itu lagunyalagu yang slalu saya puter dimana manakapanpun ituudah kaya mennyatu bngt sama aku se suka ituui love you jansett,2023-07-15T01:38:39Z
@kimkrisma6140,bagus,2023-07-15T00:06:10Z
@briovanmerlin2408,teknik yg sgt raisa,2023-07-14T17:20:26Z
@daveenatahir7476,siapa yang pengen titi sama alshad bareng lagiterus masalahnya cepet selesai,2023-07-14T06:51:03Z
@ellinaprianti8419,bismillah hari in pasti bisa 50200view semngat streaming,2023-07-13T01:15:28Z
@federicopeter2531,231m subscribe tiara andini,2023-07-12T17:01:59Z
@_onlyjt841,congrats 50juta mv janji setia,2023-07-12T05:43:24Z
@senpaichanel9576,lagi ini mengingatkan aku akan cerita rasulullah,2023-07-12T02:06:52Z
@raesabila,ayo dong ti kembali kangen kalian nii ayo balikk dong kangenn masa semalem jam 2 aku nangisin kalian kalian kapal aku couple the bast aku ayo balik dong ga enak nangisin kalian ti balik yaa ti gua kangen kalian berdua sepanjang lihat vd ini gua nangis gua kangen kalian ayo balik dong,2023-07-12T01:22:48Z
@windrijayani,50jt,2023-07-12T01:09:58Z
@morinacilla8866,padahal bikin video klip nya deket rumah knp g ketemu ya,2023-07-12T00:51:39Z
@user-vv1dw6mu9d,see you orng baik,2023-07-11T16:18:24Z
@calonkamu5,akhirnya tembus 50juta mantap,2023-07-11T04:24:48Z
@krisfiyan7096,11723 50 juta views gas 100 juta,2023-07-11T04:23:30Z
@denitaputriana197,semangat streaming nya guyss,2023-07-11T01:21:10Z
@afif_rikzal,hujan turun mewakili hati terpa angin gambarkan resahku hooh namun kini pelangi dan kini pelangi datang menyinari kita 234,2023-07-10T20:45:48Z
@federicopeter2531,congrats 50m keep streaming terus,2023-07-10T16:56:29Z
@ellinellin5475,alhamdulillah akhirnyslamat ya mootiara,2023-07-10T15:58:21Z
@Wettyu-mg3uo,2252 viwers 50000043,2023-07-10T15:53:31Z
@enriquegeum1915,happy 50m views moo,2023-07-10T15:52:30Z
@vitprayoga2761,menitmenit menuju 50 jt view,2023-07-10T14:53:00Z
@Ku6u7s1Ks4,jarang mampir ternyata udah mau 50 jt,2023-07-10T13:16:32Z
@ellinellin5475,11k lg otw 50jt harus maraton semangatny bismillah,2023-07-10T12:04:34Z
@ellinaprianti8419,alhamdulillah 23k lg go to 50jt tambah semangat bismillah,2023-07-10T09:28:39Z
@mootiara.gorontalo,alhamdulillah 25k lagi otw 50 jta,2023-07-10T08:54:17Z
@olala01,,2023-07-10T01:47:41Z
@stella7088,ah doaku sellalu yg terbaik couple,2023-07-10T00:12:05Z
@adimajasiregar6199,hari ini bisa yok jadiin 50jeti sikit lagi mo yukkk gaskennnn,2023-07-09T22:22:03Z
@wh109,besok dah 50juta nih kyaknya jujur gue lbh suka dengerin audionya daripada mv nya sejak kasus itu tapi bangganya adalah tiara ikut berkontribusi terhadap lagu ini dan bisa diterima oleh khalayak luas kalo ada sentuhan tiara ada nadanada yg jadi khas di lagu tersebut begitupun dengan lagu baru tega,2023-07-09T15:59:54Z
@rizkyfidiansyah2768,gas 50 jt moo sambil up lagu tega,2023-07-09T10:30:49Z
@madonofficial5063,ayo dikit lagi 50juta,2023-07-08T11:34:01Z
@lenyhariyani9451,kak mau tanya kak tiara yang lagu janji setia yang ada laki lakinya itu siapa aku penasaran deh,2023-07-08T07:44:48Z
@odie148,suka sama lagu ini karena suka baca kisah nabi muhammad dan dikasih sound ini,2023-07-07T11:32:16Z
@SinthiaSari-sf1rh,suaranya hampir sama kayak raisa,2023-07-07T11:14:09Z
@green1501,lagu solo titi semuanya emang candu buat didengar tapi entah kenapa tetap janji setia lagu solo pertama titi paling favorit lagu ini nadanya terasa megah tapi easy listening dan eargasm apalagi liriknya yg banyak orang relate gak hanya ldr sama pasangan tapi juga sama orang tua keluarga sahabat,2023-07-06T18:08:25Z
@septianprima563,kalo dnger lagu ini malah ingat kisah nabi di tiktok,2023-07-06T14:05:07Z
@anikaangela1927,andai saja ku bisa genggam tanganmu tak khan ada kata rindu didalam hatiku,2023-07-05T13:08:35Z
@Art_chanell,2023 juli 05 ada yg masih dgar lagu ini,2023-07-05T12:34:29Z
@yayangyuliani-zn5rn,udah gak bisa ngomong lagi sama ldr inipengennya selalu bareng2,2023-07-05T07:54:33Z
@nisahasibuan18,gas sampek 50m guyss,2023-07-05T05:17:41Z
@adimajasiregar6199,jng lupa vote ya at rcti plus,2023-07-04T22:54:44Z
@ellinellin5475,smga suatu saat janset bisa menyusul matm aamiin aamiin,2023-07-04T15:10:05Z
@afwanhasan4126,mau tanya dong ini pacaran sm alshad vidio ini udh pacaran apa cinlok gegara alshad jd modelnya,2023-07-03T12:38:58Z
@alyashavira8827,buat 50 juta yukminggu ini,2023-07-03T03:41:46Z
@MartinSesni-fr1qk,buat lagu lagi kk barang kak alsatahmad kakk,2023-07-03T01:55:46Z
@baitalmakmur9578,yok bisa yok 50jt fwrs,2023-07-02T17:46:02Z
@user-gy2dj9lx2k,sumpah demi apapun mereka berdua sangat cocok terlepas dr masalah yg terjadi aku berharap kalian ber 2 bersatu kembali,2023-07-02T15:41:12Z
@M.Novendrahergiansyah,aku suka lagu ini karena di tiktok kisah nabi muhammad saw trs di tambah lagu ini kek pas banget rasanya,2023-07-02T14:02:51Z
@anikaangela1927,janji setia menjaga hati luvu bii sh nya aku,2023-07-01T21:12:37Z
@anikaangela1927,penambahan view hari ini 79248 kemarin 74458 gas moo naikin lgi yuuuk,2023-07-01T21:11:22Z
@bsghozali,248,2023-07-01T14:08:21Z
@nyomanalitsusena3269,juli 2023,2023-07-01T08:39:42Z
@RealLayla,purapura tidak punya hati agar tidak sakit hati,2023-07-01T01:55:20Z
@madedianti344,perfecttt,2023-06-30T23:53:45Z
@syariatulhasanah3100,gass 50 juta moo yukk,2023-06-30T15:51:20Z
@zahrohputralestari1141,lagunya bagus menjaga hati yaa dokter deny bastian zahroh,2023-06-30T15:49:08Z
@nazrulismail7266,kalau ada selen bukan janji setia melainkan janji ga lari,2023-06-30T13:50:31Z
@pujiastutik5157,mv ini jadi obat aku jikalau aku kangen rindu titi n alshad sama samabaik baik kalian berdua semoga bisa sama sama lg kangeeeeen,2023-06-30T01:55:02Z
@vearlyanaayu2917,still fav song,2023-06-29T21:36:11Z
@ajengcitra9188,lagunya titi yg paling aku suka,2023-06-29T12:43:11Z
@raacrjn9493,jujur smpe saat ini mv ini paling terfavorit suka semua mv titi tapi mv yg ini bedaa istimewa nya,2023-06-29T05:40:53Z
@trieyulianto7618,lagu yg menggambarkan seseorang yg rindu berat kepada siapapun baik itu kekasih orang tua sahabat guru orang terdekat yg masih hidup maupun yg sudah tiada dll dan di gambarkan lewat lagu,2023-06-29T04:06:44Z
@windrijayani,balik lagi rindu itu berat bener kta dilan semangat,2023-06-29T02:23:57Z
@heruljr9027,waktu dan jarak akan menyingkap rahasia besarnya apakah rasa suka itu semakin besar atau semakin memudar,2023-06-28T17:01:03Z
@kurniawanberdagang9701,jadi candu lagu nya nagih terus kalo lama gak nonton kadang ada rasa kangen pengen lihat lagi konsep lagu dan visual nya bagus,2023-06-28T14:51:27Z
@langitbiru9698,247 klimaksnya disini,2023-06-28T14:48:49Z
@ipankhery4286,ga bosen denger lagu ini walupun diputer berulang ulang soalnya related sm kehidupan ldr ku sekarang sukses selau ya ti dan mootiara,2023-06-28T13:29:05Z
@greamyivalarosimarmata4881,enak bgtt,2023-06-28T11:10:03Z
@windrijayani,49jt,2023-06-28T06:50:52Z
@alyashavira8827,gas 50 juta yuk,2023-06-28T04:17:00Z
@krisfiyan2148,27623 49 juta views gas 50 juta views,2023-06-27T15:54:27Z
@fennynur595,yor song,2023-06-27T15:20:34Z
@siikrucil6233,yuhuuu 49m views done lanjoot,2023-06-27T14:34:01Z
@Yacen.81_84,yeayy 49 jt views keep streaming mootiara,2023-06-27T11:56:17Z
